name,score
Radeon R9 M470X,3244
Ryzen 5 6600U with Radeon Graphics,3233
Radeon 660M,3221
Radeon R9 M290X,3218
Radeon Ryzen 5 6600U,3211
Quadro M1200,3209
Radeon Ryzen 5 7535HS,3208
GRID P4-8A,3206
Radeon R7 260X,3202
Tesla C2050,3176
Radeon Ryzen 7 4800H,3175
Tesla M10,3173
Intel Graphics,3170
FirePro V7000,3162
GRID P4-2Q,3162
GeForce GTX 470,3160
Radeon Ryzen 5 7535U,3160
Radeon 660M Ryzen 5 7533HS,3158
Tesla K40m,3143
Radeon Pro 555,3141
Radeon R7 360,3122
Radeon Ryzen 9 7950X 16-Core,3121
Tesla C2070,3121
Radeon HD 6990,3118
Radeon Pro 455,3113
A10-4Q,3102
GeForce GTX 860M,3095
Radeon HD 7790,3090
GeForce GTX 560 Ti,3076
L4-2A,3063
Radeon Ryzen 7 4800HS,3058
Radeon 660M Ryzen 5 7535HS,3054
Radeon R9 260,3048
Qualcomm Adreno X1-85 GPU,3045
Radeon R9 360,3032
Radeon 740M,3021
Tesla C2075,3017
GeForce GTX 675MX,2987
Snapdragon X Elite - X1E84100 - Qualcomm Adreno GP,2981
FirePro W5100,2973
FirePro W5000,2967
Quadro K1200,2960
GRID K260Q,2949
Radeon Ryzen 7 PRO 5800H,2945
Ryzen 9 5900HX with Radeon Graphics,2940
GRID M10-4Q,2937
Custom GPU 0405,2934
Radeon RX Vega Ryzen 7 5825U,2916
Radeon R7 260,2892
FirePro M6100 FireGL V,2885
Radeon Pro WX 4170,2870
Radeon Pro V340 MxGPU,2853
Radeon Ryzen 7 5800H,2846
GRID K280Q,2840
Quadro M1000M,2833
Radeon HD 6970,2831
Radeon HD 8950,2830
GeForce MX350,2828
Radeon Ryzen 5 Pro 7535U,2822
FirePro 3D V9800,2812
Quadro K5000M,2805
Quadro K4100M,2799
Ryzen 7 5800HS with Radeon Graphics,2795
GeForce GTX 770M,2794
GeForce GTX 560,2773
Quadro M620,2770
NVIDIA A10-4Q,2756
GRID P4-2B4,2754
Radeon R9 M380,2752
GRID K2,2737
Ryzen 7 5800H with Radeon Graphics,2737
Radeon Ryzen 7 PRO 5755G,2733
GRID T4-2B,2730
FirePro V9800,2727
Ryzen 7 5700G with Radeon Graphics,2727
Radeon Pro 450,2723
FirePro W4300,2718
Quadro K4000,2716
Parsec Virtual Display Adapter Ryzen 5 5600GT,2712
Barco MXRT 5500,2702
GRID M10-2Q,2692
Quadro 6000,2692
P106-090,2684
Ryzen 7 Pro 4750G with Radeon Graphics,2682
Radeon RX 550,2681
GeForce GTX 465,2656
FirePro R5000,2647
Radeon Eng Sample: 100-000000285-30_Y,2640
MONSTER GeForce GTX 675M,2637
Radeon Pro WX 4150,2637
Intel Iris Xe,2617
Ryzen 7 5700GE with Radeon Graphics,2607
Snapdragon X Plus - X1P64100 - Qualcomm Adreno GPU,2607
Snapdragon X Elite - X1E80100 - Qualcomm Adreno GP,2603
Radeon Pro WX 3100,2600
GeForce GTX 950A,2599
GRID M10-8Q,2595
Radeon HD 6950,2595
Radeon Ryzen 9 4950U Mobile,2594
Radeon Ryzen 7 4700GE,2586
Snapdragon X Elite - X1E78100 - Qualcomm Adreno GP,2572
GeForce GTX 950M,2571
Ryzen 7 PRO 7730U with Radeon Graphics,2567
Radeon Ryzen 9 4900H,2555
Radeon Ryzen 7 5800HS,2550
Ryzen 7 PRO 4750GE with Radeon Graphics,2550
Ryzen 5 5600G with Radeon Graphics,2547
Ryzen 5 5600GE with Radeon Graphics,2547
Radeon Ryzen 3 PRO 5355G,2544
GRID K240Q,2541
GeForce GTX 850M,2538
Radeon HD 6850 X2,2534
Radeon Ryzen 7 PRO 4750G,2532
GeForce GTX 650 Ti,2529
FireStream 9370,2528
Radeon Ryzen 7 4700G,2526
N18E-Q1,2525
FirePro M6100,2517
Ryzen 7 4700GE with Radeon Graphics,2496
Ryzen 5 PRO 5650G with Radeon Graphics,2481
Barco MXRT 5600,2466
Ryzen 5 PRO 5650GE with Radeon Graphics,2455
GRID M60-4A,2450
Radeon Ryzen 5 5500GT,2440
FirePro 3D V8800,2438
Ryzen 7 7730U with Radeon Graphics,2433
Radeon Ryzen 7 5825U,2417
GeForce GT 1030,2402
Radeon RX Vega 11 PRD,2402
Radeon Ryzen 5 5600GT,2398
Radeon Ryzen 5 PRO 5655G,2398
Radeon Ryzen 7 5800U,2386
GRID M10-1Q,2385
Ryzen 7 PRO 5750GE with Radeon Graphics,2382
RadeonT 680M Ryzen 7 6800H,2381
GeForce MX250,2376
Ryzen 5 Pro 4650G with Radeon Graphics,2374
Radeon Ryzen 5 5600H,2370
Radeon RX 550X,2367
Radeon Pro,2366
GeForce GTX 485M,2360
FirePro W6150M,2358
Radeon RX Vega Ryzen 5 5500U,2356
Radeon Ryzen 7 PRO 4750GE,2356
Ryzen 7 5825U with Radeon Graphics,2351
GeForce MX330,2346
Ryzen 7 4800U with Radeon Graphics,2344
Radeon Ryzen 7 7730U,2339
Radeon Ryzen 5 4600GE with Radeon Graphics,2337
Ryzen 5 4600G with Radeon Graphics,2335
Ryzen 7 PRO 5750G with Radeon Graphics,2335
Radeon R9 M470,2331
Radeon RX Vega Ryzen 3 5300U,2330
Red Hat VirtIO GPU DOD controller,2320
Radeon Ryzen 5 PRO 5650G,2318
Radeon Ryzen 5 5600GE,2315
Ryzen 3 4300GE with Radeon Graphics,2315
Radeon RX Vega - Renoir Ryzen 3 5300U,2312
Ryzen 7 5800U with Radeon Graphics,2310
Ryzen 5 PRO 4400G with Radeon Graphics,2306
Ryzen 3 PRO 5350G with Radeon Graphics,2305
Radeon Ryzen 7 4800U,2303
Ryzen 5 5600H with Radeon Graphics,2297
Radeon Ryzen 5 7430U,2294
Radeon HD 5970,2290
FirePro V8800,2281
Quadro K3100M,2275
GeForce GTX 460,2274
Radeon Ryzen 5 PRO 4400G,2273
Radeon HD 6970M,2270
Ryzen 5 7430U with Radeon Graphics,2270
Radeon R7 250X,2269
Radeon Ryzen 5 PRO 4655G,2267
Ryzen 7 PRO 5850U with Radeon Graphics,2265
FirePro V7900,2261
Radeon Ryzen 7 PRO 7730U,2257
GeForce MX150,2256
GRID M60-1B,2256
Ryzen 7 9700X 8-Core Processor,2251
Ryzen 5 7530U with Radeon Graphics,2250
Radeon Ryzen 7 Microsoft Surface Edition,2242
Ryzen 7 5700U with Radeon Graphics,2241
Quadro M600M,2240
Radeon Ryzen 5 PRO 5650GE,2240
Meta Virtual Monitor Ryzen 7 5700U,2236
Ryzen 5 5500GT with Radeon Graphics,2224
GRID P100-1B,2223
Radeon Pro WX 3200,2222
RadeonT 660M,2221
Radeon 660M Ryzen 3 7335U,2217
Radeon Ryzen 5 PRO 4655GE,2217
Radeon Ryzen Embedded V2748,2216
Quadro K620,2211
Radeon RX 640,2209
Radeon Ryzen 7 5700U,2208
Radeon HD 6870,2204
Radeon Ryzen 7 PRO 5875U,2204
Ryzen 5 5600GT with Radeon Graphics,2201
Radeon Vega 11 Ryzen 5 PRO 3350G,2194
Radeon Ryzen 5 7530U,2192
Ryzen 7 4700G with Radeon Graphics,2187
Radeon HD 5870,2180
A16-2B,2178
Radeon HD 7770,2173
Ryzen 5 PRO 4650GE with Radeon Graphics,2169
Radeon 820M,2165
Radeon Ryzen 3 7335U,2154
Ryzen 7 Extreme Edition,2152
GRID P4-1B,2151
Ryzen 5 5600U with Radeon Graphics,2151
Parsec Virtual Display Adapter Ryzen 5 3400G,2149
Ryzen 3 PRO 7330U with Radeon Graphics,2144
Radeon RX Vega 11 Ryzen 5 3400G,2137
Radeon Ryzen 9 7900X 12-Core,2137
Radeon RX 540,2134
Radeon 550,2127
Radeon Eng Sample: 100-000000146-20_37/30_Y,2124
Ryzen 5 4600H with Radeon Graphics,2124
GeForce GTX 745,2122
Radeon Ryzen 7 PRO 5755GE,2120
Ryzen 7 4800H with Radeon Graphics,2113
GeForce 945M,2109
Radeon Eng Sample: 100-000000288-40_Y,2103
Ryzen 5 5560U with Radeon Graphics,2098
Radeon RX Vega 11,2091
Radeon Ryzen 5 5600U,2091
GeForce GTX 460 v2,2074
GRID M6-1Q,2069
Ryzen 7 PRO 5875U with Radeon Graphics,2067
Radeon Ryzen 5 5625U,2065
Radeon R9 M385,2061
Quadro 5000M,2060
Radeon TM R9 A360,2060
Ryzen 3 Pro 4350G with Radeon Graphics,2051
Quadro K4000M,2050
Radeon Ryzen 5 5500H,2049
L40S-1Q,2046
Radeon Ryzen 7 4700U,2043
Radeon Ryzen 5 5560U,2036
Ryzen 7 4700U with Radeon Graphics,2034
Radeon Ryzen 5 Microsoft Surface Edition,2030
Ryzen 7 PRO 4750U with Radeon Graphics,2030
FirePro V7800,2028
Intel Iris Pro P580,2026
Quadro P520,2025
Radeon Ryzen 5 5500U,2020
GeForce GTX 765M,2008
Ryzen 5 PRO 4500U with Radeon Graphics,2008
GeForce GT 645,2006
Ryzen 3 5300G with Radeon Graphics,2006
Radeon Ryzen Embedded V2718,1999
Moore Threads S3000 MTvGPU-1132,1997
Radeon R9 350,1997
Radeon Vega 11 Ryzen 5 PRO 3400G,1997
Ryzen 5 5625U with Radeon Graphics,1997
Ryzen 5 PRO 5650U with Radeon Graphics,1995
Radeon R9 M385X,1994
GeForce GTX 460 SE,1992
Intel Iris Pro 580,1984
Radeon R7 + R7 350 Dual,1982
Radeon Ryzen 7 PRO 4750U,1982
Ryzen 3 7335U with Radeon Graphics,1980
Radeon Ryzen 3 PRO 7335U,1979
GeForce GTX 670MX,1978
Radeon RX Vega 11 Ryzen 5 3400GE,1971
Ryzen 5 5500U with Radeon Graphics,1971
Ryzen 3 5300GE with Radeon Graphics,1968
Intel Iris Xe MAX 100,1965
Quadro 5000,1963
Radeon R7 + HD 7700 Dual,1962
Radeon HD 7660D + HD 7700 Dual,1958
GeForce GTX 470M,1953
Radeon Ryzen 3 PRO 5355GE,1952
Radeon HD 5850,1949
Qualcomm Adreno 8cx Gen 3,1947
Ryzen 3 PRO 4350GE with Radeon Graphics,1941
Radeon HD 6850,1938
Qualcomm Adreno 8cx Gen 3 GPU,1933
Radeon Vega 8 Ryzen 3 3200GE,1926
Radeon RX 570X,1923
Radeon HD 7560D + 7700 Dual,1919
Quadro M520,1917
Radeon RX Vega 11 Ryzen 5 3350G,1917
RadeonT RX Vega 11,1917
Moore Threads MTT S70,1915
Intel UHD Graphics 770,1912
Radeon Pro WX 4130,1909
Ryzen 5 4600U with Radeon Graphics,1903
Radeon HD 7700-serie,1899
Ryzen 5 PRO 7530U with Radeon Graphics,1893
Qualcomm Adreno X1-45 GPU,1892
Radeon HD 8670D + HD 7700 Dual,1892
Citrix Indirect Display Adapter,1888
Radeon R7 450,1881
Radeon Pro WX 2100,1880
GeForce GTX 645,1876
Radeon Ryzen 9 7900 12-Core,1875
FirePro M5100,1874
Radeon Ryzen 5 PRO 5675U,1870
Intel HD 5600,1869
FirePro 3D V7800,1867
Radeon Ryzen 3 PRO 7330U,1866
Radeon Ryzen Embedded R2544,1865
Radeon Vega 11,1865
GeForce GTX 570M,1862
MirrorOp Virtual Adaptor Ryzen 7 PRO 5850U,1860
Ryzen 5 9600X 6-Core Processor,1859
Intel Iris Xe MAX,1858
GeForce GTX 675M,1855
GeForce 945A,1852
GeForce GTX 560 SE,1847
Radeon RX Vega 10 Ryzen 7 3750H,1846
FirePro M5100 FireGL V,1839
GRID M60-0B,1838
Radeon HD 8570D + HD 7700 Dual,1835
Ryzen 7 9800X3D 8-Core Processor,1830
Radeon 610M Ryzen 9 7945HX,1826
GeForce MX230,1822
FirePro M6000,1820
Radeon R9 M360,1815
Matrox C900 PCIe x16,1812
Radeon Vega 11 Ryzen 5 PRO 3350GE,1811
GeForce MX130,1805
ICE DISPLAY WDDM DRIVER,1805
Ryzen 5 4500U with Radeon Graphics,1804
Matrox C680 PCIe x16,1803
Radeon Eng Sample: 100-000000149-40_40/30_Y,1801
Radeon HD 8870M / R9 M270X / M370X,1800
Intel UHD Graphics P630,1798
Radeon Ryzen Embedded V2516,1796
Radeon Ryzen 7 7700X 8-Core,1795
Ryzen 3 PRO 5350GE with Radeon Graphics,1793
Intel Iris Plus,1791
Radeon HD 8670D + 7700 Dual,1789
Radeon RX Vega 11 Processor,1789
Radeon R7 M465X,1787
Firepro W5170M,1782
GeForce GTX 580M,1772
Embedded Radeon E9173,1771
Ryzen 9 9950X 16-Core Processor,1770
Radeon Ryzen 9 7900X3D 12-Core,1764
GeForce GTX 650,1758
Radeon R9 M375X,1758
Intel Iris Plus 645,1751
Ryzen 3 PRO 4200GE with Radeon Graphics,1748
Radeon Ryzen 5 PRO 5655GE,1743
FirePro M6000 Mobility Pro,1741
GeForce GTX 760M,1730
Intel Iris Plus 655,1730
Ryzen 9 9900X 12-Core Processor,1729
GeForce GT 755M,1728
Radeon HD HD7850M,1727
Radeon Ryzen 7 7800X3D 8-Core,1727
Radeon HD 5830,1726
GeForce GTX 670M,1720
Ryzen 5 PRO 5675U with Radeon Graphics,1720
Radeon Vega 8 Ryzen 5 3550H,1714
Radeon HD 7750,1703
Intel UHD Graphics 750,1698
Ryzen 3 4300G with Radeon Graphics,1697
FirePro W600,1695
Radeon HD 6900M,1695
Ryzen 3 7330U with Radeon Graphics,1693
Quadro 5010M,1691
Ryzen 3 5425U with Radeon Graphics,1691
Radeon Ryzen 5 7600 6-Core,1689
Ryzen 5 PRO 4650U with Radeon Graphics,1687
Radeon E8860,1686
L4-2B,1675
Radeon Vega 8 Ryzen 3 3200G,1671
Radeon Ryzen 5 7600X3D 6-Core,1670
Intel UHD Graphics P750,1669
Radeon R7 M380,1669
Radeon Ryzen 7 7700 8-Core,1664
Radeon EPYC 4584PX 16-Core,1662
Radeon Ryzen 7 PRO 7745 8-Core,1661
Quadro P400,1660
Radeon 610M Ryzen 9 7945HX3D,1660
Radeon Eng Sample: 100-000000144-40_38/38_Y,1659
PCI\VEN_1002&amp;DEV_164E&amp;SUBSYS_D0001458&amp;REV_C3 Ryzen,1654
GeForce GTX 480M,1653
Radeon Ryzen 3 PRO 5475U,1650
Quadro P500,1646
GRID M10-2B,1644
Radeon Ryzen 9 7950X3D 16-Core,1642
Radeon HD 8870M,1638
FirePro M4000 Mobility Pro,1629
Radeon RX Vega 10,1628
Radeon Ryzen 5 7600X 6-Core,1626
Radeon Ryzen 3 PRO 4355GE,1622
Radeon Vega 8 Ryzen 5 3580U,1621
Radeon EPYC 4484PX 12-Core,1620
Quadro K3000M,1619
Radeon Ryzen 5 PRO 7645 6-Core,1619
Ryzen 3 PRO 5450U with Radeon Graphics,1617
Ryzen 7 2700U with Radeon Vega,1617
Radeon Ryzen 7 7745HX,1614
Radeon Ryzen 3 PRO 5450U,1613
Radeon Ryzen 9 5900H,1610
Radeon R9 M275X,1609
Radeon Ryzen 9 PRO 7945 12-Core,1608
Quadro K2000D,1607
Radeon RX Vega11 Ryzen 7 3750H,1607
Radeon 610M Ryzen 9 7940HX,1605
Radeon RX Vega11,1605
GeForce GTX 555,1604
Seria Radeon HD 7700,1604
Ryzen 3 5400U with Radeon Graphics,1603
Virtual Display Device,1602
FirePro M4000,1599
Radeon Vega 10 Ryzen 7 PRO 3700U w/,1598
Intel Iris Plus 650,1596
Radeon 540X,1596
Radeon Ryzen 5 PRO 7445 6-Core,1592
Radeon 630,1589
Radeon Eng Sample: 100-000000098-40_39/27_Y,1588
Radeon Vega 9,1588
Quadro K2000,1583
Intel Iris Pro P6300,1582
Radeon Ryzen 3 5425U,1581
Radeon Vega 11 Ryzen 5 PRO 3400GE w/,1580
Radeon R9 M275X / M375,1575
Radeon Athlon Gold PRO 4150GE,1574
Radeon R9 M370X,1571
Radeon Ryzen 3 7330U,1570
Radeon Vega 8,1568
Radeon HD 6790,1567
Radeon HD 7560D + HD 6670 Dual,1555
GeForce GTX 550 Ti,1553
Radeon HD 4890,1546
Radeon HD 8470D + HD 7500 Dual,1545
Ryzen 3 PRO 4300U with Radeon Graphics,1543
Radeon Vega 8 Ryzen 3 PRO 3200GE w/,1542
Radeon RX Vega 8,1540
FirePro V8700,1539
Intel Iris Pro Graphics 6200,1539
Intel UHD Graphics 730,1539
Radeon Ryzen 3 5300U,1539
Ryzen 3 5300U with Radeon Graphics,1539
Radeon Vega 10 Mobile,1535
Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,1520
Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,1519
Radeon Vega 9 Ryzen 5 3550H,1517
Intel UHD Graphics,1514
GeForce 940MX,1511
Radeon HD 7870M,1507
GRID M10-1B,1504
A40-2Q,1503
Radeon Vega 10,1503
Ryzen 5 2500U with Radeon Vega,1503
GeForce 845M,1501
Radeon HD 6670 + 7660D Dual,1492
Radeon RX Vega 6,1492
FirePro W4100,1489
Radeon HD 7660D + HD 6670 Dual,1485
Radeon R9 M365X,1482
Radeon Vega 8 Ryzen 5 PRO 3500U w/,1477
Radeon 550X,1476
GeForce GTX 285,1475
Quadro 4000,1473
Radeon RX Vega 10 Ryzen 7 3700U,1473
Ryzen 3 PRO 4450U with Radeon Graphics,1462
Radeon EPYC 4464P 12-Core,1461
Radeon 540,1458
GeForce GTX 660M,1452
Intel Iris 550,1449
Radeon EPYC 4344P 8-Core,1449
Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,1449
Ryzen 5 PRO 4400GE with Radeon Graphics,1442
Radeon Vega 8 Mobile,1440
Radeon HD 8470D + HD 6670 Dual,1436
Radeon Ryzen Embedded V2546,1435
Intel Iris 650,1433
Ryzen 3 PRO 5475U with Radeon Graphics,1432
FirePro W5130M,1426
Radeon HD 7560D + 7670 Dual,1426
GeForce GT 740,1425
Radeon EPYC 4244P 6-Core,1424
Radeon Vega 6 Ryzen 3 3350U,1420
Radeon R7 M370,1418
GeForce MX110,1413
Radeon Vega 8 Ryzen 3 PRO 3200G,1395
Radeon HD 4870,1386
Radeon HD 7560D + HD 7670 Dual,1380
Radeon Ryzen Embedded R2514,1374
Radeon HD 7850M,1373
Quadro K2100M,1371
Ryzen 3 4300U with Radeon Graphics,1370
Radeon Eng Sample: 100-000000151-40_38/33_Y,1367
Radeon R9 255,1365
FirePro M40003,1364
Radeon HD 8670D + 6670 Dual,1361
Radeon Vega 8 Ryzen 5 3500U,1359
Intel Iris Plus 640,1355
GeForce GTX 275,1351
Radeon HD 5770,1349
Radeon R7 FX-9830P RADEON,1348
Radeon HD 7560D + HD 7700 Dual,1347
FireStream 9270,1341
GeForce GTS 450,1340
Radeon 610M Ryzen 7 8745HX,1336
GeForce GT 750M,1331
Radeon Vega 6 Ryzen 3 3300U,1327
Radeon HD 8670D + HD 7600 Dual,1318
FirePro M5950,1314
Radeon Vega 6,1310
Radeon HD 4870 X2,1309
Radeon HD 8790M,1306
Tesla M2070-Q,1306
Radeon Vega 8 Ryzen 5 3450U,1302
TENSOR 1.0 Driver Intel HD 630,1300
Radeon Vega 6 Ryzen 3 PRO 3300U w/,1294
Quadro 4000M,1287
GeForce GTX 280,1285
GeForce GTX 560M,1284
MxGPU,1282
Radeon R7 A370,1281
Intel HD P630,1280
Radeon HD 6770,1275
GeForce 930MX,1274
Intel Iris 540,1273
FirePro 3D V8750,1272
L4-1B,1264
Mirage Driver,1261
Radeon HD 8570D + HD 6670 Dual,1261
Radeon EPYC 4124P 4-Core,1260
Radeon HD 7560D + HD 7600 Dual,1258
Radeon Ryzen 5 3550H,1257
Quadro 2000 D,1239
Radeon HD 8570D + 6570 Dual,1239
Radeon HD 7660D + 6670 Dual,1238
Radeon HD 7560D + HD 6570 Dual,1237
Radeon R7 + R5 340 Dual,1235
GeForce GT 745A,1234
FirePro 3D V5800,1232
FirePro V5900,1232
Radeon R7 + R7 250 Dual,1232
Intel UHD Graphics 630,1229
GeForce GTX 760A,1226
Radeon EPYC 4564P 16-Core,1226
Radeon HD 8670D + HD 6670 Dual,1222
GeForce GTX 295,1220
GeForce GTX 460M,1219
GeForce 930A,1218
Quadro FX 5800,1211
Radeon HD 8790M / R9 M290X,1211
Radeon 610M,1209
FirePro 3D V8700,1206
N16P-GX,1205
Radeon HD 7660D + 7540D Dual,1204
Radeon R9 M270X,1204
GeForce GTX 260,1200
Radeon HD 7750M,1191
Radeon R7 +8G,1191
NVS 810,1190
GeForce GT 650M,1185
FirePro V5800,1184
Firepro W4190M,1178
Quadro M500M,1176
GeForce 830A,1173
Quadro K620M,1171
Radeon HD 5750,1171
Radeon R9 M265X,1171
FirePro M4170,1168
GeForce GT 640,1168
Intel Iris Pro 5200,1168
Radeon RX Vega 10 Ryzen 7 3700C,1166
FireStream 9250,1165
Radeon HD 7730,1163
Barco MXRT 5400,1161
GRID T4-1B,1160
Intel Coffee Lake UHD,1158
Intel HD P530,1154
GeForce GPU,1153
Radeon HD 8850M / R9 M265X,1140
Radeon Ryzen 7 3700U,1136
GeForce 940M,1132
Radeon HD 4850 X2,1132
Radeon HD 7560D + 6670 Dual,1131
Radeon HD 8650G + 7700M Dual,1126
Radeon HD 7660D + 7500 Dual,1121
Radeon Ryzen 5 3450U,1117
GeForce GT 545,1115
Radeon R9 M275,1115
GeForce 940A,1114
Radeon Ryzen Embedded R2314,1113
Intel HD 630,1111
Radeon R7 Opteron X3421,1104
GeForce 840M,1100
Quadro 2100M,1100
Radeon HD 7660D + 6570 Dual,1100
Radeon R5 PRO A6-9500 2C+6G,1096
GeForce GTX 850M - MODDED,1092
Radeon Vega 3 Athlon PRO 300GE w/,1090
Radeon Vega 3 Athlon Gold 3150G,1089
Quadro K1100M,1088
Qualcomm Adreno 690 GPU,1088
Radeon R7 430,1088
GeForce 840A,1086
GeForce GT 745M,1082
MIRRORV3,1081
Barco MXRT 5450,1079
Mobility Radeon HD 5870,1078
Radeon R7 + R7 200 Dual,1077
Radeon R7 M350,1076
Radeon 625,1073
Radeon HD 8450G + 8600/8700M Dual,1070
Radeon R7 M460,1069
Radeon R7 M465,1069
RadeonT 610M,1063
Radeon HD 7660D + 7670 Dual,1062
GeForce 920MX,1061
Radeon HD 7520G + 7700M Dual,1061
Firepro M4100,1059
Radeon HD 8750M,1057
Radeon R7 250,1055
Radeon R7 A10-7870K,1055
OPAL XT/GL,1053
Radeon R7 A12-9800 RADEON,1053
Radeon Vega 3 Mobile,1053
FirePro W4170M,1051
Radeon HD 7670A,1050
Intel UHD Graphics 710,1049
Radeon 535,1048
Radeon R7 + R7 240 Dual,1045
Intel UHD Graphics 620,1042
Radeon HD 6750,1042
Radeon HD 8570D + 6670 Dual,1040
Radeon 530,1035
Radeon HD 8570D + HD 8570 Dual,1033
Radeon HD 8600/8700M,1030
Radeon R7 + R5 330 Dual,1028
FirePro M4150,1022
Radeon HD 8670D + R7 240 Dual,1020
Radeon HD 6700M,1017
Radeon R5 A6-9500E 2C+4G,1015
Radeon R7 M260X,1013
GeForce 930M,1012
Meta Virtual Monitor Ryzen 5 5625U,1009
Radeon HD 7690M XT,1009
Quadro FX 4800,1008
Glenfly Arise-GT-10C0,1007
Quadro 3000M,1006
Radeon R9 M375,1005
FirePro V4900,1003
Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,1002
GeForce 830M,1000
Radeon Vega 3 Ryzen Embedded R1606G,1000
Quadro K2000M,999
